Depth	NGAM 
m	API
84.67	101.724
84.72	78.9474
84.77	81.0345
84.82	81.0345
84.87	82.7586
84.92	82.7586
84.97	91.3793
85.02	94.8276
85.07	93.1035
85.12	100
85.17	94.8276
85.22	92.9825
85.27	82.7586
85.32	94.8276
85.37	73.6842
85.42	83.9286
85.47	93.1035
85.52	84.2105
85.57	98.2759
85.62	87.931
85.67	72.4138
85.72	72.4138
85.77	87.931
85.82	84.4828
85.87	62.069
85.92	82.4561
85.97	101.724
86.02	96.5517
86.07	73.6842
86.12	91.3793
86.17	71.9298
86.22	100
86.27	91.2281
86.32	94.8276
86.37	89.6552
86.42	89.4737
86.47	113.793
86.52	105.172
86.57	86.2069
86.62	103.448
86.67	78.9474
86.72	62.069
86.77	94.8276
86.82	92.9825
86.87	79.3103
86.92	93.1035
86.97	87.931
87.02	91.2281
87.07	71.9298
87.12	101.754
87.17	107.018
87.22	84.4828
87.27	94.8276
87.32	74.1379
87.37	81.0345
87.42	94.8276
87.47	68.9655
87.52	91.3793
87.57	91.3793
87.62	84.2105
87.67	70.1754
87.72	67.2414
87.77	31.0345
87.82	70.1754
87.87	66.6667
87.92	63.1579
87.97	105.172
88.02	68.4211
88.07	60.3448
88.12	82.7586
88.17	77.5862
88.22	89.6552
88.27	84.4828
88.32	89.6552
88.37	93.1035
88.42	80.7018
88.47	70.1754
88.52	93.1035
88.57	101.724
88.62	79.3103
88.67	77.193
88.72	77.193
88.77	96.4912
88.82	110.345
88.87	75.4386
88.92	91.3793
88.97	94.8276
89.02	105.172
89.07	89.6552
89.12	87.931
89.17	119.298
89.22	86.2069
89.27	93.1035
89.32	84.2105
89.37	103.448
89.42	96.5517
89.47	71.9298
89.52	77.193
89.57	87.7193
89.62	115.517
89.67	78.9474
89.72	67.2414
89.77	82.7586
89.82	91.3793
89.87	101.724
89.92	113.793
89.97	106.897
90.02	91.3793
90.07	101.724
90.12	64.9123
90.17	94.7368
90.22	84.4828
90.27	98.2759
90.32	87.7193
90.37	80.7018
90.42	94.7368
90.47	101.724
90.52	84.2105
90.57	88.1356
90.62	94.8276
90.67	101.724
90.72	96.4912
90.77	98.2759
90.82	75.8621
90.87	77.5862
90.92	79.3103
90.97	96.4912
91.02	100
91.07	105.172
91.12	98.2456
91.17	77.193
91.22	84.2105
91.27	74.1379
91.32	96.4912
91.37	94.8276
91.42	81.0345
91.47	86.2069
91.52	74.1379
91.57	72.4138
91.62	77.193
91.67	100
91.72	81.0345
91.77	78.9474
91.82	65.5172
91.87	77.5862
91.92	84.2105
91.97	66.6667
92.02	82.4561
92.07	79.3103
92.12	89.6552
92.17	100
92.22	81.0345
92.27	82.7586
92.32	87.931
92.37	87.931
92.42	85.9649
92.47	100
92.52	70.6897
92.57	75.8621
92.62	92.9825
92.67	67.2414
92.72	89.4737
92.77	91.2281
92.82	100
92.87	100
92.92	89.6552
92.97	105.172
93.02	91.3793
93.07	94.8276
93.12	75.8621
93.17	74.1379
93.22	84.4828
93.27	86.2069
93.32	100
93.37	80.7018
93.42	100
93.47	73.6842
93.52	72.4138
93.57	91.3793
93.62	82.1429
93.67	68.9655
93.72	65.5172
93.77	64.9123
93.82	72.4138
93.87	84.4828
93.92	84.4828
93.97	89.6552
94.02	79.3103
94.07	63.7931
94.12	84.2105
94.17	100
94.22	108.621
94.27	80.7018
94.32	103.448
94.37	87.931
94.42	116.071
94.47	107.018
94.52	72.4138
94.57	96.5517
94.62	77.5862
94.67	86.2069
94.72	105.172
94.77	108.621
94.82	87.7193
94.87	62.069
94.92	91.3793
94.97	72.4138
95.02	119.298
95.07	87.931
95.12	84.2105
95.17	101.724
95.22	100.877
95.27	-999
95.32	94.7368
95.37	89.6552
95.42	91.2281
95.47	98.3051
95.52	77.5862
95.57	103.509
95.62	108.621
95.67	98.2759
95.72	65.5172
95.77	101.724
95.82	94.8276
95.87	73.6842
95.92	87.931
95.97	98.2456
96.02	74.1379
96.07	98.2456
96.12	78.9474
96.17	71.9298
96.22	96.5517
96.27	84.4828
96.32	74.1379
96.37	87.931
96.42	81.0345
96.47	86.2069
96.52	96.4912
96.57	108.621
96.62	82.7586
96.67	85.9649
96.72	79.3103
96.77	96.5517
96.82	91.2281
96.87	94.7368
96.92	103.509
96.97	60.3448
97.02	117.544
97.07	75.8621
97.12	101.724
97.17	68.9655
97.22	106.897
97.27	79.3103
97.32	74.1379
97.37	98.2759
97.42	79.3103
97.47	75.4386
97.52	93.1035
97.57	91.2281
97.62	106.897
97.67	76.3158
97.72	-999
97.77	77.193
97.82	98.2456
97.87	94.8276
97.92	94.8276
97.97	87.931
98.02	77.5862
98.07	84.4828
98.12	98.2759
98.17	98.2456
98.22	81.0345
98.27	79.3103
98.32	96.5517
98.37	61.4035
98.42	96.5517
98.47	78.9474
98.52	82.4561
98.57	85.9649
98.62	94.8276
98.67	87.931
98.72	81.0345
98.77	117.241
98.82	94.7368
98.87	87.931
98.92	110.345
98.97	98.2759
99.02	67.2414
99.07	107.018
99.12	108.621
99.17	117.544
99.22	101.724
99.27	115.789
99.32	112.069
99.37	75.4386
99.42	103.509
99.47	96.4912
99.52	86.2069
99.57	79.3103
99.62	77.5862
99.67	67.2414
99.72	67.2414
99.77	50
99.82	44.8276
99.87	84.2105
99.92	82.7586
99.97	81.0345
100.02	94.7368
100.07	86.2069
100.12	77.193
100.17	107.018
100.22	84.2105
100.27	87.7193
100.32	141.379
100.37	72.4138
100.42	87.931
100.47	85.9649
100.52	101.724
100.57	89.6552
100.62	98.2759
100.67	91.3793
100.72	100
100.77	84.4828
100.82	100
100.87	110.345
100.92	60.3448
100.97	83.9286
101.02	75.4386
101.07	74.1379
101.12	54.386
101.17	81.0345
101.22	70.6897
101.27	89.6552
101.32	74.1379
101.37	77.193
101.42	98.2759
101.47	62.069
101.52	92.9825
101.57	118.966
101.62	66.6667
101.67	100
101.72	96.4912
101.77	103.448
101.82	77.193
101.87	85.7143
101.92	84.4828
101.97	87.7193
102.02	76.2712
102.07	96.5517
102.12	89.4737
102.17	82.7586
102.22	89.6552
102.27	112.069
102.32	84.2105
102.37	89.6552
102.42	78.9474
102.47	115.517
102.52	81.0345
102.57	108.772
102.62	82.4561
102.67	85.9649
102.72	89.4737
102.77	101.724
102.82	89.4737
102.87	81.0345
102.92	100
102.97	79.3103
103.02	98.2759
103.07	107.018
103.12	87.931
103.17	100
103.22	68.4211
103.27	75.8621
103.32	72.4138
103.37	80.7018
103.42	105.172
103.47	87.5
103.52	78.9474
103.57	98.2759
103.62	79.3103
103.67	77.5862
103.72	77.5862
103.77	84.2105
103.82	91.3793
103.87	94.8276
103.92	96.5517
103.97	82.4561
104.02	117.241
104.07	91.2281
104.12	74.1379
104.17	78.9474
104.22	105.172
104.27	79.8246
104.32	-999
104.37	94.7368
104.42	79.3103
104.47	87.931
104.52	89.6552
104.57	101.724
104.62	91.2281
104.67	94.8276
104.72	68.9655
104.77	84.4828
104.82	91.2281
104.87	74.1379
104.92	94.8276
104.97	89.4737
105.02	112.069
105.07	98.2456
105.12	-999
105.17	87.7193
105.22	117.544
105.27	74.1379
105.32	81.0345
105.37	68.9655
105.42	84.2105
105.47	65.5172
105.52	93.1035
105.57	66.6667
105.62	79.3103
105.67	81.0345
105.72	59.6491
105.77	60.3448
105.82	59.6491
105.87	75.8621
105.92	70.1754
105.97	-999
106.02	77.193
106.07	106.897
106.12	70.6897
106.17	81.0345
106.22	107.018
106.27	96.5517
106.32	100
106.37	80.7018
106.42	101.724
106.47	75.8621
106.52	78.9474
106.57	84.4828
106.62	73.6842
106.67	91.3793
106.72	92.1053
106.77	-999
106.82	69.6429
106.87	106.897
106.92	94.8276
106.97	96.5517
107.02	84.4828
107.07	87.7193
107.12	56.8966
107.17	103.448
107.22	86.2069
107.27	81.0345
107.32	115.789
107.37	93.1035
107.42	63.1579
107.47	82.7586
107.52	103.509
107.57	85.9649
107.62	92.9825
107.67	94.7368
107.72	98.2759
107.77	117.544
107.82	86.2069
107.87	89.6552
107.92	93.1035
107.97	73.6842
108.02	106.897
108.07	112.069
108.12	92.9825
108.17	103.448
108.22	77.193
108.27	87.931
108.32	92.9825
108.37	89.6552
108.42	80.3571
108.47	107.018
108.52	84.4828
108.57	98.2759
108.62	89.6552
108.67	89.6552
108.72	92.9825
108.77	91.3793
108.82	71.9298
108.87	70.6897
108.92	89.6552
108.97	85.9649
109.02	75.8621
109.07	66.6667
109.12	80.7018
109.17	86.2069
109.22	61.4035
109.27	-999
109.32	54.386
109.37	89.4737
109.42	82.7586
109.47	53.4483
109.52	44.8276
109.57	58.6207
109.62	64.9123
109.67	55.1724
109.72	58.6207
109.77	57.8947
109.82	58.6207
109.87	47.3684
109.92	70.6897
109.97	33.3333
110.02	57.0175
110.07	-999
110.12	61.4035
110.17	64.9123
110.22	48.2759
110.27	56.1404
110.32	43.1035
110.37	56.8966
110.42	53.4483
110.47	71.9298
110.52	41.3793
110.57	50.8772
110.62	29.3103
110.67	57.8947
110.72	46.5517
110.77	38.5965
110.82	60.3448
110.87	61.0619
110.92	-999
110.97	45.614
111.02	62.069
111.07	39.6552
111.12	53.4483
111.17	36.8421
111.22	53.4483
111.27	56.8966
111.32	49.1228
111.37	60.3448
111.42	36.8421
111.47	45.614
111.52	41.3793
111.57	45.614
111.62	46.5517
111.67	38.2353
111.72	-999
111.77	-999
111.82	26.3158
111.87	40.678
111.92	35.0877
111.97	63.7931
112.02	43.1035
112.07	43.8596
112.12	31.0345
112.17	34.4828
112.22	35.0877
112.27	48.2759
112.32	40.3509
112.37	48.2759
112.42	40.3509
112.47	48.2759
112.52	43.8596
112.57	53.5714
112.62	57.8947
112.67	63.7931
112.72	43.1035
112.77	43.8596
112.82	44.8276
112.87	49.1228
112.92	48.2759
112.97	55.1724
113.02	58.6207
113.07	47.3684
113.12	60.3448
113.17	47.3684
113.22	58.6207
113.27	47.3684
113.32	53.5088
113.37	-999
113.42	54.386
113.47	41.3793
113.52	41.3793
113.57	63.1579
113.62	67.2414
113.67	44.8276
113.72	44.8276
113.77	35.0877
113.82	46.5517
113.87	57.8947
113.92	62.069
113.97	45.614
114.02	60.3448
114.07	42.1053
114.12	75.8621
114.17	52.2124
114.22	-999
114.27	41.3793
114.32	46.5517
114.37	56.8966
114.42	64.9123
114.47	39.6552
114.52	56.8966
114.57	45.614
114.62	37.931
114.67	37.931
114.72	61.4035
114.77	44.8276
114.82	38.5965
114.87	29.3103
114.92	36.2069
114.97	48.2456
115.02	-999
115.07	54.386
115.12	28.0702
115.17	37.931
115.22	41.3793
115.27	48.2759
115.32	54.386
115.37	34.4828
115.42	50
115.47	75.4386
115.52	51.7241
115.57	40.3509
115.62	44.8276
115.67	56.8966
115.72	74.1379
115.77	41.3793
115.82	68.4211
115.87	63.1579
115.92	35.0877
115.97	48.2759
116.02	46.5517
116.07	39.6552
116.12	44.8276
116.17	40.3509
116.22	43.1035
116.27	48.2759
116.32	54.386
116.37	20.6897
116.42	38.5965
116.47	37.931
116.52	43.1035
116.57	51.7241
116.62	36.8421
116.67	49.1228
116.72	40.3509
116.77	53.4483
116.82	46.5517
116.87	48.2759
116.92	47.3684
116.97	51.7241
117.02	43.1035
117.07	39.6552
117.12	52.6316
117.17	36.2069
117.22	26.3158
117.27	34.4828
117.32	50
117.37	43.1035
117.42	46.5517
117.47	47.3684
117.52	-999
117.57	49.1228
117.62	39.6552
117.67	41.3793
117.72	31.0345
117.77	28.0702
117.82	20.6897
117.87	36.8421
117.92	22.4138
117.97	32.7586
118.02	47.4576
118.07	37.2881
118.12	47.4576
118.17	25.4237
118.22	47.4576
118.27	43.8596
118.32	39.6552
118.37	40.678
118.42	38.9831
118.47	42.3729
118.52	42.3729
118.57	49.1525
118.62	47.4576
118.67	44.0678
118.72	39.6552
118.77	50.8475
118.82	53.4483
118.87	53.3333
118.92	37.2881
118.97	47.4576
119.02	37.2881
119.07	40.678
119.12	48.2759
119.17	41.6667
119.22	38.3333
119.27	52.459
119.32	63.3333
119.37	36.6667
119.42	37.7049
119.47	51.6667
119.52	40
119.57	50
119.62	53.3333
119.67	50
119.72	57.377
119.77	65
119.82	54.2373
119.87	59.322
119.92	37.931
119.97	46.5517
120.02	49.1525
120.07	66.1017
120.12	35.5932
120.17	42.3729
120.22	30.5085
120.27	58.6207
120.32	63.3333
120.37	44.8276
120.42	55.9322
120.47	49.1525
120.52	49.1525
120.57	30.5085
120.62	62.7119
120.67	47.4576
120.72	46.5517
120.77	62.069
120.82	38.9831
120.87	55.9322
120.92	49.1525
120.97	64.4068
121.02	45.7627
121.07	26.6667
121.12	56.8966
121.17	55.9322
121.22	47.4576
121.27	47.4576
121.32	43.1035
121.37	48.3333
121.42	56.8966
121.47	60.3448
121.52	69.4915
121.57	46.5517
121.62	54.2373
121.67	55.9322
121.72	49.1525
121.77	35.5932
121.82	47.4576
121.87	47.4576
121.92	59.322
121.97	55.9322
122.02	63.7931
122.07	57.6271
122.12	57.6271
122.17	54.2373
122.22	44.0678
122.27	53.4483
122.32	41.3793
122.37	52.5424
122.42	55.9322
122.47	59.322
122.52	52.5424
122.57	56.8966
122.62	44.0678
122.67	49.1525
122.72	52.5424
122.77	33.8983
122.82	44.8276
122.87	55.9322
122.92	37.2881
122.97	54.2373
123.02	49.1525
123.07	43.1035
123.12	54.386
123.17	44.0678
123.22	50.8475
123.27	44.0678
123.32	44.0678
123.37	42.3729
123.42	50.8475
123.47	49.1525
123.52	40.678
123.57	50
123.62	47.4576
123.67	34.4828
123.72	35.5932
123.77	40.678
123.82	24.1379
123.87	25.8621
123.92	46.5517
123.97	33.8983
124.02	37.2881
124.07	32.7586
124.12	44.0678
124.17	45.7627
124.22	44.0678
124.27	52.5424
124.32	50.8475
124.37	45.7627
124.42	36.2069
124.47	32.2034
124.52	32.2034
124.57	54.2373
124.62	51.7241
124.67	36.2069
124.72	36.2069
124.77	29.3103
124.82	38.9831
124.87	42.3729
124.92	35.5932
124.97	57.6271
125.02	44.0678
125.07	39.6552
125.12	50.8475
125.17	37.2881
125.22	54.2373
125.27	46.5517
125.32	49.1525
125.37	30.5085
125.42	43.1035
125.47	53.4483
125.52	29.3103
125.57	48.2759
125.62	35.5932
125.67	50.8475
125.72	55.9322
125.77	38.9831
125.82	45.7627
125.87	59.322
125.92	47.4576
125.97	50.8475
126.02	44.8276
126.07	45.7627
126.12	50
126.17	49.1525
126.22	40.678
126.27	43.1035
126.32	47.3684
126.37	51.7241
126.42	50.8475
126.47	52.5424
126.52	47.4576
126.57	44.0678
126.62	37.2881
126.67	58.6207
126.72	41.6667
126.77	50
126.82	59.322
126.87	37.931
126.92	44.0678
126.97	44.0678
127.02	44.0678
127.07	37.931
127.12	33.3333
127.17	42.3729
127.22	38.9831
127.27	45.7627
127.32	43.1035
127.37	42.3729
127.42	52.5424
127.47	30.5085
127.52	35.5932
127.57	43.1035
127.62	55.9322
127.67	55.9322
127.72	59.322
127.77	39.6552
127.82	44.0678
127.87	43.1035
127.92	50
127.97	39.6552
128.02	38.9831
128.07	38.9831
128.12	35.5932
128.17	40.678
128.22	42.3729
128.27	28.8136
128.32	66.1017
128.37	54.2373
128.42	44.0678
128.47	46.5517
128.52	33.8983
128.57	40.678
128.62	37.931
128.67	40.678
128.72	40.3509
128.77	53.4483
128.82	50.8475
128.87	32.2034
128.92	59.322
128.97	40.678
129.02	38.9831
129.07	33.8983
129.12	30.5085
129.17	47.4576
129.22	38.9831
129.27	34.4828
129.32	38.9831
129.37	45.7627
129.42	40.678
129.47	25.8621
129.52	50
129.57	25.8621
129.62	35.5932
129.67	32.2034
129.72	42.3729
129.77	22.0339
129.82	23.7288
129.87	47.4576
129.92	25.4237
129.97	31.0345
130.02	49.1525
130.07	56.8966
130.12	33.8983
130.17	40.678
130.22	44.0678
130.27	46.5517
130.32	53.4483
130.37	62.069
130.42	50.8475
130.47	42.3729
130.52	54.2373
130.57	61.017
130.62	59.322
130.67	28.8136
130.72	33.8983
130.77	33.8983
130.82	52.5424
130.87	54.2373
130.92	46.5517
130.97	52.5424
131.02	52.5424
131.07	44.8276
131.12	41.3793
131.17	55.1724
131.22	46.5517
131.27	32.2034
131.32	28.3333
131.37	37.2881
131.42	42.3729
131.47	36.2069
131.52	38.9831
131.57	55.9322
131.62	40.678
131.67	30.5085
131.72	54.2373
131.77	34.4828
131.82	30.5085
131.87	38.9831
131.92	44.8276
131.97	43.1035
132.02	40.678
132.07	42.3729
132.12	37.2881
132.17	42.3729
132.22	47.4576
132.27	42.3729
132.32	39.6552
132.37	42.3729
132.42	50.8475
132.47	53.4483
132.52	45.7627
132.57	55.9322
132.62	50.8475
132.67	44.0678
132.72	49.1228
132.77	60.3448
132.82	27.1186
132.87	31.6667
132.92	66.1017
132.97	49.1525
133.02	45.7627
133.07	54.2373
133.12	57.6271
133.17	42.3729
133.22	49.1525
133.27	46.5517
133.32	49.1525
133.37	52.5424
133.42	53.4483
133.47	40.678
133.52	51.7241
133.57	44.8276
133.62	29.3103
133.67	47.4576
133.72	46.6667
133.77	50.8475
133.82	35.5932
133.87	37.2881
133.92	55.9322
133.97	44.0678
134.02	45.7627
134.07	52.5424
134.12	39.6552
134.17	42.3729
134.22	37.931
134.27	49.1525
134.32	29.3103
134.37	54.2373
134.42	27.5862
134.47	57.6271
134.52	45.7627
134.57	45.7627
134.62	35.5932
134.67	45.7627
134.72	45.7627
134.77	44.0678
134.82	33.8983
134.87	60.3448
134.92	50.8475
134.97	40.678
135.02	54.2373
135.07	48.2759
135.12	39.6552
135.17	41.3793
135.22	50.8475
135.27	42.3729
135.32	45.7627
135.37	40.678
135.42	38.9831
135.47	30.5085
135.52	33.8983
135.57	42.3729
135.62	61.017
135.67	30.5085
135.72	32.7586
135.77	22.0339
135.82	38.9831
135.87	15.5172
135.92	37.931
135.97	43.1035
136.02	33.8983
136.07	34.4828
136.12	58.3333
136.17	42.3729
136.22	40.678
136.27	35.5932
136.32	44.8276
136.37	30
136.42	49.1525
136.47	43.1035
136.52	47.4576
136.57	42.3729
136.62	43.1035
136.67	35.5932
136.72	44.8276
136.77	29.3103
136.82	61.017
136.87	28.8136
136.92	45.7627
136.97	16.9492
137.02	18.6441
137.07	47.4576
137.12	42.3729
137.17	59.322
137.22	35.5932
137.27	42.3729
137.32	37.931
137.37	30.5085
137.42	37.2881
137.47	34.4828
137.52	41.3793
137.57	44.8276
137.62	42.3729
137.67	33.8983
137.72	51.6667
137.77	37.2881
137.82	35.5932
137.87	38.9831
137.92	23.7288
137.97	35.5932
138.02	38.9831
138.07	38.9831
138.12	62.7119
138.17	36.2069
138.22	40.678
138.27	28.8136
138.32	36.2069
138.37	55.1724
138.42	46.5517
138.47	45.7627
138.52	44.0678
138.57	50
138.62	44.0678
138.67	33.8983
138.72	49.1525
138.77	50.8475
138.82	38.9831
138.87	40.678
138.92	29.3103
138.97	35.5932
139.02	33.8983
139.07	32.2034
139.12	39.6552
139.17	39.6552
139.22	52.5424
139.27	32.2034
139.32	49.1525
139.37	44.0678
139.42	33.8983
139.47	28.8136
139.52	42.3729
139.57	27.1186
139.62	44.0678
139.67	47.4576
139.72	32.7586
139.77	27.1186
139.82	33.8983
139.87	40.678
139.92	42.1053
139.97	25.4237
140.02	27.5862
140.07	32.2034
140.12	45
140.17	32.2034
140.22	23.7288
140.27	38.9831
140.32	33.8983
140.37	18.6441
140.42	42.3729
140.47	35.5932
140.52	44.0678
140.57	35.5932
140.62	49.1525
140.67	44.8276
140.72	44.8276
140.77	44.8276
140.82	35.5932
140.87	38.9831
140.92	38.9831
140.97	37.2881
141.02	22.0339
141.07	30.5085
141.12	25.4237
141.17	40.678
141.22	49.1525
141.27	40.678
141.32	43.1035
141.37	30.5085
141.42	33.8983
141.47	44.0678
141.52	39.6552
141.57	46.5517
141.62	44.0678
141.67	40.678
141.72	47.4576
141.77	23.7288
141.82	25.4237
141.87	28.8136
141.92	37.2881
141.97	23.7288
142.02	38.9831
142.07	49.1525
142.12	42.3729
142.17	32.7586
142.22	40.678
142.27	37.2881
142.32	39.6552
142.37	46.5517
142.42	44.0678
142.47	37.2881
142.52	33.8983
142.57	49.1525
142.62	38.9831
142.67	45.7627
142.72	42.3729
142.77	55.9322
142.82	45.7627
142.87	49.1525
142.92	32.2034
142.97	38.9831
143.02	23.7288
143.07	49.1525
143.12	32.7586
143.17	37.931
143.22	50
143.27	40.678
143.32	42.3729
143.37	31.6667
143.42	38.9831
143.47	31.0345
143.52	41.6667
143.57	30.5085
143.62	35.5932
143.67	35.5932
143.72	37.2881
143.77	18.9655
143.82	42.3729
143.87	47.4576
143.92	36.2069
143.97	43.1035
144.02	40.678
144.07	28.8136
144.12	38.9831
144.17	45.7627
144.22	38.3333
144.27	54.2373
144.32	30.5085
144.37	50.8475
144.42	57.6271
144.47	38.9831
144.52	40.678
144.57	43.1035
144.62	40.678
144.67	44.0678
144.72	41.3793
144.77	48.2759
144.82	37.2881
144.87	35.5932
144.92	35.5932
144.97	49.1525
145.02	33.8983
145.07	42.3729
145.12	30.5085
145.17	38.9831
145.22	37.2881
145.27	52.5424
145.32	61.017
145.37	35.5932
145.42	44.0678
145.47	37.2881
145.52	39.6552
145.57	50
145.62	41.3793
145.67	44.0678
145.72	44.0678
145.77	54.2373
145.82	33.8983
145.87	57.6271
145.92	57.6271
145.97	32.2034
146.02	33.8983
146.07	44.0678
146.12	55.9322
146.17	38.9831
146.22	37.2881
146.27	55.9322
146.32	50
146.37	34.4828
146.42	27.5862
146.47	40.678
146.52	37.2881
146.57	56.6667
146.62	32.2034
146.67	37.2881
146.72	44.0678
146.77	40.678
146.82	50.8475
146.87	30.5085
146.92	56.8966
146.97	37.2881
147.02	37.2881
147.07	41.3793
147.12	45.7627
147.17	48.2759
147.22	31.0345
147.27	45.7627
147.32	42.3729
147.37	22.0339
147.42	50
147.47	50.8475
147.52	45.7627
147.57	44.0678
147.62	47.4576
147.67	30.5085
147.72	23.7288
147.77	22.4138
147.82	22.0339
147.87	23.7288
147.92	42.3729
147.97	44.8276
148.02	43.1035
148.07	45.7627
148.12	52.5424
148.17	42.3729
148.22	23.7288
148.27	44.0678
148.32	55.9322
148.37	54.2373
148.42	35.5932
148.47	30.5085
148.52	50.8475
148.57	48.2759
148.62	49.1525
148.67	49.1525
148.72	45.7627
148.77	50.8772
148.82	40.678
148.87	52.5424
148.92	32.2034
148.97	44.0678
149.02	44.0678
149.07	42.3729
149.12	61.017
149.17	44.0678
149.22	40.678
149.27	33.8983
149.32	40.678
149.37	48.2759
149.42	28.8136
149.47	61.017
149.52	51.7241
149.57	48.2759
149.62	47.4576
149.67	34.4828
149.72	45.7627
149.77	32.2034
149.82	44.0678
149.87	40
149.92	62.7119
149.97	42.3729
150.02	33.8983
