Depth	Temperature
m	'C
5.34	17.3813
5.35	17.3813
5.36	17.3813
5.37	17.3852
5.38	17.3891
5.39	17.3891
5.40	17.3852
5.41	17.3813
5.42	17.3891
5.43	17.3931
5.44	17.3891
5.45	17.3852
5.46	17.3813
5.47	17.3852
5.48	17.3931
5.49	17.3931
5.50	17.3852
5.51	17.3891
5.52	17.397
5.53	17.3931
5.54	17.3931
5.55	17.3931
5.56	17.397
5.57	17.401
5.58	17.397
5.59	17.3931
5.60	17.401
5.61	17.4049
5.62	17.4049
5.63	17.4049
5.64	17.4049
5.65	17.4128
5.66	17.4128
5.67	17.4167
5.68	17.4128
5.69	17.4128
5.70	17.4206
5.71	17.4246
5.72	17.4246
5.73	17.4246
5.74	17.4285
5.75	17.4325
5.76	17.4325
5.77	17.4325
5.78	17.4364
5.79	17.4403
5.80	17.4443
5.81	17.4482
5.82	17.4443
5.83	17.4443
5.84	17.4443
5.85	17.4482
5.86	17.4561
5.87	17.4521
5.88	17.4561
5.89	17.46
5.90	17.46
5.91	17.46
5.92	17.46
5.93	17.4679
5.94	17.464
5.95	17.4718
5.96	17.4718
5.97	17.4718
5.98	17.4718
5.99	17.4718
6.00	17.4718
6.01	17.4758
6.02	17.4758
6.03	17.4758
6.04	17.4797
6.05	17.4797
6.06	17.4718
6.07	17.4679
6.08	17.4797
6.09	17.4836
6.10	17.4797
6.11	17.4836
6.12	17.4836
6.13	17.4915
6.14	17.4955
6.15	17.4876
6.16	17.4876
6.17	17.4955
6.18	17.4915
6.19	17.4915
6.20	17.4994
6.21	17.4955
6.22	17.4955
6.23	17.4994
6.24	17.4994
6.25	17.4955
6.26	17.5033
6.27	17.5073
6.28	17.5112
6.29	17.5112
6.30	17.5112
6.31	17.5151
6.32	17.5191
6.33	17.5151
6.34	17.5073
6.35	17.5151
6.36	17.5191
6.37	17.5191
6.38	17.5151
6.39	17.523
6.40	17.523
6.41	17.5191
6.42	17.523
6.43	17.5269
6.44	17.5269
6.45	17.5269
6.46	17.5269
6.47	17.5309
6.48	17.5388
6.49	17.5348
6.50	17.5348
6.51	17.5348
6.52	17.5309
6.53	17.5348
6.54	17.5388
6.55	17.5388
6.56	17.5309
6.57	17.5269
6.58	17.5348
6.59	17.5388
6.60	17.5388
6.61	17.5427
6.62	17.5466
6.63	17.5427
6.64	17.5427
6.65	17.5388
6.66	17.5427
6.67	17.5466
6.68	17.5427
6.69	17.5466
6.70	17.5466
6.71	17.5466
6.72	17.5466
6.73	17.5427
6.74	17.5466
6.75	17.5506
6.76	17.5506
6.77	17.5506
6.78	17.5506
6.79	17.5506
6.80	17.5545
6.81	17.5584
6.82	17.5545
6.83	17.5584
6.84	17.5624
6.85	17.5584
6.86	17.5545
6.87	17.5545
6.88	17.5584
6.89	17.5624
6.90	17.5624
6.91	17.5584
6.92	17.5624
6.93	17.5624
6.94	17.5624
6.95	17.5624
6.96	17.5624
6.97	17.5624
6.98	17.5584
6.99	17.5663
7.00	17.5703
7.01	17.5703
7.02	17.5663
7.03	17.5663
7.04	17.5742
7.05	17.5742
7.06	17.5663
7.07	17.5624
7.08	17.5663
7.09	17.5703
7.10	17.5742
7.11	17.5742
7.12	17.5742
7.13	17.5703
7.14	17.5781
7.15	17.5821
7.16	17.5781
7.17	17.5742
7.18	17.5742
7.19	17.5703
7.20	17.5703
7.21	17.5703
7.22	17.5781
7.23	17.5742
7.24	17.5742
7.25	17.5781
7.26	17.5703
7.27	17.5781
7.28	17.5781
7.29	17.5742
7.30	17.5703
7.31	17.5742
7.32	17.5742
7.33	17.5742
7.34	17.5703
7.35	17.5742
7.36	17.5742
7.37	17.5703
7.38	17.5742
7.39	17.5742
7.40	17.5821
7.41	17.5781
7.42	17.5703
7.43	17.5703
7.44	17.5703
7.45	17.5703
7.46	17.5742
7.47	17.5703
7.48	17.5703
7.49	17.5742
7.50	17.5781
7.51	17.5742
7.52	17.5742
7.53	17.5781
7.54	17.5742
7.55	17.5742
7.56	17.5663
7.57	17.5703
7.58	17.5703
7.59	17.5703
7.60	17.5663
7.61	17.5703
7.62	17.5703
7.63	17.5663
7.64	17.5703
7.65	17.5703
7.66	17.5742
7.67	17.5742
7.68	17.5703
7.69	17.5742
7.70	17.5742
7.71	17.5663
7.72	17.5703
7.73	17.5742
7.74	17.5703
7.75	17.5703
7.76	17.5742
7.77	17.5703
7.78	17.5703
7.79	17.5663
7.80	17.5663
7.81	17.5742
7.82	17.5703
7.83	17.5703
7.84	17.5703
7.85	17.5663
7.86	17.5663
7.87	17.5703
7.88	17.5703
7.89	17.5663
7.90	17.5703
7.91	17.5703
7.92	17.5742
7.93	17.5781
7.94	17.5703
7.95	17.5663
7.96	17.5624
7.97	17.5663
7.98	17.5663
7.99	17.5663
8.00	17.5703
8.01	17.5703
8.02	17.5703
8.03	17.5703
8.04	17.5703
8.05	17.5703
8.06	17.5742
8.07	17.5742
8.08	17.5703
8.09	17.5663
8.10	17.5742
8.11	17.5742
8.12	17.5742
8.13	17.5742
8.14	17.5703
8.15	17.5703
8.16	17.5781
8.17	17.5781
8.18	17.5742
8.19	17.5742
8.20	17.5742
8.21	17.5742
8.22	17.5821
8.23	17.5781
8.24	17.5742
8.25	17.5742
8.26	17.5781
8.27	17.5821
8.28	17.5821
8.29	17.5781
8.30	17.5742
8.31	17.5742
8.32	17.5821
8.33	17.5821
8.34	17.5781
8.35	17.5821
8.36	17.5821
8.37	17.586
8.38	17.5821
8.39	17.5821
8.40	17.586
8.41	17.5781
8.42	17.5781
8.43	17.5821
8.44	17.5781
8.45	17.5781
8.46	17.5781
8.47	17.586
8.48	17.586
8.49	17.5821
8.50	17.5821
8.51	17.586
8.52	17.586
8.53	17.586
8.54	17.586
8.55	17.5821
8.56	17.5821
8.57	17.586
8.58	17.586
8.59	17.586
8.60	17.586
8.61	17.5899
8.62	17.5899
8.63	17.5899
8.64	17.5821
8.65	17.5821
8.66	17.5821
8.67	17.586
8.68	17.5821
8.69	17.5781
8.70	17.5781
8.71	17.5821
8.72	17.586
8.73	17.586
8.74	17.5899
8.75	17.586
8.76	17.5899
8.77	17.5821
8.78	17.5821
8.79	17.586
8.80	17.5821
8.81	17.586
8.82	17.586
8.83	17.5821
8.84	17.586
8.85	17.586
8.86	17.586
8.87	17.586
8.88	17.586
8.89	17.586
8.90	17.586
8.91	17.5821
8.92	17.5821
8.93	17.586
8.94	17.5899
8.95	17.5899
8.96	17.586
8.97	17.5821
8.98	17.5821
8.99	17.5821
9.00	17.5781
9.01	17.5899
9.02	17.5899
9.03	17.586
9.04	17.586
9.05	17.5821
9.06	17.5821
9.07	17.5821
9.08	17.586
9.09	17.586
9.10	17.5781
9.11	17.5781
9.12	17.5781
9.13	17.5781
9.14	17.5781
9.15	17.5781
9.16	17.5703
9.17	17.5624
9.18	17.5663
9.19	17.5663
9.20	17.5624
9.21	17.5506
9.22	17.5506
9.23	17.5466
9.24	17.5427
9.25	17.5427
9.26	17.5427
9.27	17.5427
9.28	17.5348
9.29	17.5309
9.30	17.5309
9.31	17.5269
9.32	17.5191
9.33	17.5191
9.34	17.5151
9.35	17.5073
9.36	17.5073
9.37	17.4994
9.38	17.4955
9.39	17.4955
9.40	17.4955
9.41	17.4915
9.42	17.4836
9.43	17.4797
9.44	17.4797
9.45	17.4836
9.46	17.4876
9.47	17.4836
9.48	17.4797
9.49	17.4758
9.50	17.4758
9.51	17.4797
9.52	17.4797
9.53	17.4758
9.54	17.4679
9.55	17.4679
9.56	17.4679
9.57	17.4718
9.58	17.4797
9.59	17.4836
9.60	17.4797
9.61	17.4718
9.62	17.4758
9.63	17.4758
9.64	17.4758
9.65	17.4758
9.66	17.4758
9.67	17.4758
9.68	17.4797
9.69	17.4876
9.70	17.4876
9.71	17.4876
9.72	17.4876
9.73	17.4915
9.74	17.4876
9.75	17.4876
9.76	17.4876
9.77	17.4915
9.78	17.4915
9.79	17.4915
9.80	17.4915
9.81	17.4994
9.82	17.5033
9.83	17.5033
9.84	17.5033
9.85	17.4994
9.86	17.4955
9.87	17.4994
9.88	17.4994
9.89	17.4955
9.90	17.5033
9.91	17.5033
9.92	17.5033
9.93	17.5112
9.94	17.5112
9.95	17.5073
9.96	17.5033
9.97	17.5033
9.98	17.5073
9.99	17.5112
10.00	17.5112
10.01	17.5112
10.02	17.5112
10.03	17.5073
10.04	17.5033
10.05	17.5033
10.06	17.5073
10.07	17.5073
10.08	17.5073
10.09	17.5033
10.10	17.5073
10.11	17.5112
10.12	17.5073
10.13	17.5033
10.14	17.5073
10.15	17.5151
10.16	17.5191
10.17	17.5191
10.18	17.5191
10.19	17.5191
10.20	17.5191
10.21	17.5151
10.22	17.5112
10.23	17.5191
10.24	17.523
10.25	17.523
10.26	17.523
10.27	17.5269
10.28	17.523
10.29	17.523
10.30	17.5309
10.31	17.5309
10.32	17.5269
10.33	17.5309
10.34	17.5348
10.35	17.5309
10.36	17.5348
10.37	17.5388
10.38	17.5427
10.39	17.5348
10.40	17.5388
10.41	17.5466
10.42	17.5506
10.43	17.5466
10.44	17.5466
10.45	17.5466
10.46	17.5466
10.47	17.5506
10.48	17.5545
10.49	17.5584
10.50	17.5584
10.51	17.5584
10.52	17.5584
10.53	17.5584
10.54	17.5584
10.55	17.5584
10.56	17.5545
10.57	17.5584
10.58	17.5584
10.59	17.5584
10.60	17.5584
10.61	17.5584
10.62	17.5624
10.63	17.5663
10.64	17.5624
10.65	17.5663
10.66	17.5703
10.67	17.5742
10.68	17.5703
10.69	17.5663
10.70	17.5703
10.71	17.5703
10.72	17.5703
10.73	17.5703
10.74	17.5742
10.75	17.5781
10.76	17.5821
10.77	17.5742
10.78	17.5742
10.79	17.5781
10.80	17.586
10.81	17.586
10.82	17.5821
10.83	17.586
10.84	17.586
10.85	17.5899
10.86	17.5939
10.87	17.586
10.88	17.5899
10.89	17.5939
10.90	17.5899
10.91	17.5899
10.92	17.5899
10.93	17.5899
10.94	17.5939
10.95	17.5978
10.96	17.5939
10.97	17.5978
10.98	17.6018
10.99	17.6018
11.00	17.6018
11.01	17.5978
11.02	17.5978
11.03	17.5978
11.04	17.5939
11.05	17.6018
11.06	17.6018
11.07	17.5978
11.08	17.5939
11.09	17.5978
11.10	17.6057
11.11	17.6057
11.12	17.6096
11.13	17.6136
11.14	17.6096
11.15	17.6057
11.16	17.6136
11.17	17.6175
11.18	17.6136
11.19	17.6096
11.20	17.6057
11.21	17.6096
11.22	17.6136
11.23	17.6136
11.24	17.6136
11.25	17.6136
11.26	17.6136
11.27	17.6175
11.28	17.6214
11.29	17.6214
11.30	17.6214
11.31	17.6214
11.32	17.6254
11.33	17.6214
11.34	17.6175
11.35	17.6175
11.36	17.6175
11.37	17.6214
11.38	17.6214
11.39	17.6214
11.40	17.6175
11.41	17.6175
11.42	17.6254
11.43	17.6293
11.44	17.6254
11.45	17.6214
11.46	17.6254
11.47	17.6254
11.48	17.6254
11.49	17.6293
11.50	17.6254
11.51	17.6254
11.52	17.6214
11.53	17.6214
11.54	17.6214
11.55	17.6254
11.56	17.6214
11.57	17.6214
11.58	17.6254
11.59	17.6293
11.60	17.6293
11.61	17.6293
11.62	17.6372
11.63	17.6372
11.64	17.6293
11.65	17.6254
11.66	17.6214
11.67	17.6214
11.68	17.6254
11.69	17.6293
11.70	17.6293
11.71	17.6254
11.72	17.6293
11.73	17.6293
11.74	17.6372
11.75	17.6372
11.76	17.6333
11.77	17.6254
11.78	17.6293
11.79	17.6372
11.80	17.6372
11.81	17.6372
11.82	17.6333
11.83	17.6333
11.84	17.6333
11.85	17.6372
11.86	17.6372
11.87	17.6372
11.88	17.6372
11.89	17.6372
11.90	17.6411
11.91	17.6372
11.92	17.6411
11.93	17.6411
11.94	17.6372
11.95	17.6372
11.96	17.6411
11.97	17.6411
11.98	17.649
11.99	17.649
12.00	17.6451
12.01	17.6411
12.02	17.6451
12.03	17.6411
12.04	17.6451
12.05	17.6529
12.06	17.6529
12.07	17.6569
12.08	17.6529
12.09	17.649
12.10	17.649
12.11	17.6529
12.12	17.6569
12.13	17.6569
12.14	17.6529
12.15	17.6529
12.16	17.6569
12.17	17.6569
12.18	17.6569
12.19	17.6569
12.20	17.6569
12.21	17.6569
12.22	17.6608
12.23	17.6569
12.24	17.6529
12.25	17.6569
12.26	17.6569
12.27	17.6647
12.28	17.6647
12.29	17.6608
12.30	17.6608
12.31	17.6647
12.32	17.6647
12.33	17.6647
12.34	17.6687
12.35	17.6608
12.36	17.6608
12.37	17.6687
12.38	17.6687
12.39	17.6687
12.40	17.6687
12.41	17.6687
12.42	17.6687
12.43	17.6726
12.44	17.6726
12.45	17.6805
12.46	17.6805
12.47	17.6766
12.48	17.6766
12.49	17.6726
12.50	17.6766
12.51	17.6766
12.52	17.6766
12.53	17.6766
12.54	17.6766
12.55	17.6766
12.56	17.6726
12.57	17.6766
12.58	17.6726
12.59	17.6805
12.60	17.6805
12.61	17.6805
12.62	17.6766
12.63	17.6766
12.64	17.6805
12.65	17.6805
12.66	17.6805
12.67	17.6805
12.68	17.6805
12.69	17.6805
12.70	17.6805
12.71	17.6766
12.72	17.6844
12.73	17.6884
12.74	17.6805
12.75	17.6844
12.76	17.6884
12.77	17.6884
12.78	17.6884
12.79	17.6884
12.80	17.6923
12.81	17.6923
12.82	17.6923
12.83	17.6884
12.84	17.6844
12.85	17.6884
12.86	-999
12.87	17.6884
12.88	17.6884
12.89	17.6923
12.90	17.6923
12.91	17.6923
12.92	17.6923
12.93	17.6923
12.94	17.6884
12.95	17.6923
12.96	17.6962
12.97	17.6962
12.98	17.7002
12.99	17.6962
13.00	17.6923
13.01	17.6962
13.02	17.7002
13.03	17.7002
13.04	17.7002
13.05	17.7041
13.06	17.7041
13.07	17.7041
13.08	17.712
13.09	17.7081
13.10	17.7041
13.11	17.7041
13.12	17.7041
13.13	17.7041
13.14	17.7081
13.15	17.7159
13.16	17.712
13.17	17.7041
13.18	17.7081
13.19	17.7081
13.20	17.7081
13.21	17.712
13.22	17.712
13.23	17.712
13.24	17.7041
13.25	17.7081
13.26	17.712
13.27	17.712
13.28	17.712
13.29	17.7081
13.30	17.7081
13.31	17.7081
13.32	17.712
13.33	17.7041
13.34	17.7081
13.35	17.7159
13.36	17.7159
13.37	17.7159
13.38	17.7199
13.39	17.7199
13.40	17.7159
13.41	17.712
13.42	17.712
13.43	17.712
13.44	17.7159
13.45	17.7238
13.46	17.7277
13.47	17.7238
13.48	17.7238
13.49	17.7238
13.50	17.7317
13.51	17.7317
13.52	17.7238
13.53	17.7238
13.54	17.7277
13.55	17.7277
13.56	17.7277
13.57	17.7277
13.58	17.7277
13.59	17.7277
13.60	17.7317
13.61	17.7277
13.62	17.7277
13.63	17.7356
13.64	17.7396
13.65	17.7356
13.66	17.7396
13.67	17.7317
13.68	17.7277
13.69	17.7356
13.70	17.7396
13.71	17.7396
13.72	17.7474
13.73	17.7435
13.74	17.7435
13.75	17.7396
13.76	17.7396
13.77	17.7396
13.78	17.7356
13.79	17.7356
13.80	17.7356
13.81	17.7356
13.82	17.7396
13.83	17.7435
13.84	17.7435
13.85	17.7474
13.86	17.7435
13.87	17.7396
13.88	17.7474
13.89	17.7514
13.90	17.7474
13.91	17.7474
13.92	17.7474
13.93	17.7514
13.94	17.7514
13.95	17.7514
13.96	17.7514
13.97	17.7514
13.98	17.7514
13.99	17.7553
14.00	17.7553
14.01	17.7514
14.02	17.7553
14.03	17.7553
14.04	17.7592
14.05	17.7592
14.06	17.7592
14.07	17.7514
14.08	17.7514
14.09	17.7592
14.10	17.7592
14.11	17.7592
14.12	17.7632
14.13	17.7632
14.14	17.7632
14.15	17.7592
14.16	17.7632
14.17	17.7671
14.18	17.7671
14.19	17.7632
14.20	17.7553
14.21	17.7592
14.22	17.7632
14.23	17.7632
14.24	17.7671
14.25	17.7711
14.26	17.7671
14.27	17.7711
14.28	17.775
14.29	17.7671
14.30	17.7671
14.31	17.775
14.32	17.7711
14.33	17.775
14.34	17.7711
14.35	17.7711
14.36	17.7789
14.37	17.7829
14.38	17.7789
14.39	17.775
14.40	17.7789
14.41	17.7789
14.42	17.7789
14.43	17.7829
14.44	17.7829
14.45	17.7829
14.46	17.7829
14.47	17.7829
14.48	17.7907
14.49	17.7907
14.50	17.7907
14.51	17.7907
14.52	17.7947
14.53	17.7868
14.54	17.7907
14.55	17.7907
14.56	17.7947
14.57	17.7947
14.58	17.7986
14.59	17.7986
14.60	17.7986
14.61	17.7986
14.62	17.7986
14.63	17.7986
14.64	17.7986
14.65	17.7986
14.66	17.7986
14.67	17.7986
14.68	17.8025
14.69	17.8065
14.70	17.8025
14.71	17.7986
14.72	17.7986
14.73	17.8025
14.74	17.8065
14.75	17.8065
14.76	17.8104
14.77	17.8104
14.78	17.8025
14.79	17.8025
14.80	17.8025
14.81	17.7986
14.82	17.8025
14.83	17.8104
14.84	17.8104
14.85	17.8183
14.86	17.8144
14.87	17.8104
14.88	17.8222
14.89	17.8262
14.90	17.8183
14.91	17.8104
14.92	17.8144
14.93	17.8222
14.94	17.8183
14.95	17.8144
14.96	17.8222
14.97	17.8262
14.98	17.8222
14.99	17.8183
15.00	17.8183
15.01	17.8183
15.02	17.8222
15.03	17.8262
15.04	17.8262
15.05	17.8222
15.06	17.8301
15.07	17.834
15.08	17.8301
15.09	17.8262
15.10	17.8301
15.11	17.8301
15.12	17.8301
15.13	17.8301
15.14	17.838
15.15	17.838
15.16	17.838
15.17	17.838
15.18	17.838
15.19	17.838
15.20	17.8419
15.21	17.834
15.22	17.834
15.23	17.838
15.24	17.8419
15.25	17.8419
15.26	17.8498
15.27	17.8459
15.28	17.8459
15.29	17.8459
15.30	17.8419
15.31	17.8498
15.32	17.8537
15.33	17.8537
15.34	17.8537
15.35	17.8498
15.36	17.8498
15.37	17.8498
15.38	17.8537
15.39	17.8498
15.40	17.8498
15.41	17.8498
15.42	17.8498
15.43	17.8498
15.44	17.8498
15.45	17.8537
15.46	17.8577
15.47	17.8655
15.48	17.8616
15.49	17.8616
15.50	17.8616
15.51	17.8577
15.52	17.8616
15.53	17.8655
15.54	17.8695
15.55	17.8695
15.56	17.8734
15.57	17.8774
15.58	17.8774
15.59	17.8695
15.60	17.8695
15.61	17.8734
15.62	17.8774
15.63	17.8813
15.64	17.8813
15.65	17.8813
15.66	17.8852
15.67	17.8852
15.68	17.8852
15.69	17.8852
15.70	17.8931
15.71	17.8931
15.72	17.8892
15.73	17.8931
15.74	17.897
15.75	17.897
15.76	17.901
15.77	17.897
15.78	17.897
15.79	17.901
15.80	17.9049
15.81	17.9049
15.82	17.9089
15.83	17.9089
15.84	17.9128
15.85	17.9128
15.86	17.9128
15.87	17.9167
15.88	17.9207
15.89	17.9246
15.90	17.9285
15.91	17.9285
15.92	17.9246
15.93	17.9246
15.94	17.9246
15.95	17.9325
15.96	17.9364
15.97	17.9364
15.98	17.9364
15.99	17.9325
16.00	17.9364
16.01	17.9364
16.02	17.9443
16.03	17.9443
16.04	17.9443
16.05	17.9443
16.06	17.9482
16.07	17.9482
16.08	17.9522
16.09	17.9561
16.10	17.9522
16.11	17.9522
16.12	17.96
16.13	17.9679
16.14	17.964
16.15	17.9679
16.16	17.9679
16.17	17.9718
16.18	17.9797
16.19	17.9758
16.20	17.9718
16.21	17.9718
16.22	17.9718
16.23	17.9718
16.24	17.9758
16.25	17.9797
16.26	17.9758
16.27	17.9797
16.28	17.9876
16.29	17.9915
16.30	17.9915
16.31	17.9915
16.32	17.9955
16.33	17.9994
16.34	17.9994
16.35	17.9915
16.36	17.9955
16.37	17.9955
16.38	17.9994
16.39	18.0033
16.40	18.0033
16.41	18.0033
16.42	18.0112
16.43	18.0112
16.44	18.0112
16.45	18.0112
16.46	18.0112
16.47	18.0191
16.48	18.0191
16.49	18.0191
