Depth	NGAM
m	API
89.75	41.5385
89.80	30
89.85	23.0769
89.90	30.5882
89.95	23.0769
90.00	30
90.05	30
90.10	18.8235
90.15	25.3846
90.20	41.5385
90.25	23.0769
90.30	23.0769
90.35	46.1539
90.40	27.6923
90.45	36.2264
90.50	27.6923
90.55	20.7692
90.60	16.1538
90.65	21.1765
90.70	23.0769
90.75	13.8462
90.80	36.9231
90.85	23.5294
90.90	35.2941
90.95	25.3846
91.00	27.6923
91.05	25.3846
91.10	32.3077
91.15	27.6923
91.20	13.8462
91.25	27.6923
91.30	20.7692
91.35	23.0769
91.40	34.6154
91.45	20.7692
91.50	30.5882
91.55	27.6923
91.60	20.7692
91.65	34.6154
91.70	39.2308
91.75	41.5385
91.80	25.3846
91.85	36.9231
91.90	23.0769
91.95	20.7692
92.00	32.3077
92.05	46.1539
92.10	25.3846
92.15	25.3846
92.20	16.1538
92.25	28.2353
92.30	18.4615
92.35	43.8462
92.40	16.1538
92.45	41.5385
92.50	25.8824
92.55	36.9231
92.60	39.2308
92.65	47.0588
92.70	38.4906
92.75	34.6154
92.80	41.5385
92.85	39.2308
92.90	36.2264
92.95	43.8462
93.00	60
93.05	53.0769
93.10	47.0588
93.15	66.9231
93.20	50.7692
93.25	57.6923
93.30	70.5882
93.35	50.7692
93.40	68.2353
93.45	83.0769
93.50	85.3846
93.55	80.7692
93.60	99.6227
93.65	94.6154
93.70	73.8462
93.75	87.6923
93.80	94.6154
93.85	108.462
93.90	110.588
93.95	92.3077
94.00	101.538
94.05	96.9231
94.10	78.4615
94.15	99.2308
94.20	101.176
94.25	66.9231
94.30	92.3077
94.35	120
94.40	95.0943
94.45	90
94.50	106.154
94.55	105.882
94.60	78.4615
94.65	80.7692
94.70	101.538
94.75	115.294
94.80	108.462
94.85	80.7692
94.90	87.6923
94.95	89.4118
95.00	108.462
95.05	73.8462
95.10	83.0769
95.15	87.0588
95.20	83.7736
95.25	122.308
95.30	94.6154
95.35	83.0769
95.40	78.4615
95.45	106.415
95.50	83.0769
95.55	101.176
95.60	78.4615
95.65	108.462
95.70	101.538
95.75	82.3529
95.80	94.6154
95.85	96.4706
95.90	83.0769
95.95	82.3529
96.00	101.887
96.05	92.3077
96.10	113.077
96.15	126.923
96.20	101.538
96.25	94.6154
96.30	108.462
96.35	87.6923
96.40	80
96.45	92.3077
96.50	103.846
96.55	94.6154
96.60	-999
96.65	96.9231
96.70	101.176
96.75	133.846
96.80	88.3019
96.85	92.3077
96.90	99.2308
96.95	92.3077
97.00	106.154
97.05	99.2308
97.10	113.077
97.15	75.2941
97.20	103.846
97.25	96.9231
97.30	110.769
97.35	103.529
97.40	108.462
97.45	73.8462
97.50	91.7647
97.55	117.692
97.60	80.7692
97.65	92.3077
97.70	101.538
97.75	106.154
97.80	110.769
97.85	86.0378
97.90	94.6154
97.95	101.538
98.00	96.9231
98.05	78.4615
98.10	101.538
98.15	91.7647
98.20	131.538
98.25	83.0769
98.30	103.529
98.35	96.9231
98.40	101.176
98.45	115.385
98.50	86.0378
98.55	87.6923
98.60	94.6154
98.65	80.7692
98.70	99.2308
98.75	101.538
98.80	106.154
98.85	110.588
98.90	96.9231
98.95	96.9231
99.00	78.4615
99.05	101.538
99.10	98.8235
99.15	99.2308
99.20	94.6154
99.25	101.538
99.30	90.566
99.35	87.6923
99.40	99.2308
99.45	103.846
99.50	106.154
99.55	99.2308
99.60	85.3846
99.65	112.941
99.70	78.4615
99.75	106.154
99.80	115.385
99.85	136.471
99.90	101.538
99.95	83.0769
100.00	112.941
100.05	90
100.10	110.769
100.15	113.077
100.20	83.0769
100.25	99.6227
100.30	126.923
100.35	115.385
100.40	57.6923
100.45	126.923
100.50	96.9231
100.55	92.3077
100.60	83.0769
100.65	110.769
100.70	91.7647
100.75	75.2941
100.80	110.769
100.85	103.846
100.90	117.692
100.95	90
101.00	96.9231
101.05	101.538
101.10	53.0769
101.15	108.462
101.20	87.6923
101.25	92.3077
101.30	94.6154
101.35	82.3529
101.40	92.3077
101.45	90
101.50	101.538
101.55	110.588
101.60	71.5385
101.65	120
101.70	120
101.75	90.566
101.80	96.9231
101.85	87.6923
101.90	117.692
101.95	117.692
102.00	73.8462
102.05	129.231
102.10	94.1177
102.15	105.882
102.20	110.769
102.25	117.692
102.30	120
102.35	85.3846
102.40	105.882
102.45	94.6154
102.50	115.385
102.55	83.0769
102.60	66.9231
102.65	80.7692
102.70	103.846
102.75	92.3077
102.80	103.846
102.85	110.769
102.90	96.9231
102.95	99.2308
103.00	101.538
103.05	113.077
103.10	103.846
103.15	101.176
103.20	92.3077
103.25	115.294
103.30	106.154
103.35	117.647
103.40	95.0943
103.45	108.235
103.50	124.528
103.55	120
103.60	85.3846
103.65	101.538
103.70	92.3077
103.75	94.1177
103.80	113.077
103.85	99.2308
103.90	117.692
103.95	70.5882
104.00	152.308
104.05	105.882
104.10	87.6923
104.15	101.538
104.20	101.887
104.25	106.154
104.30	94.6154
104.35	94.6154
104.40	96.9231
104.45	99.2308
104.50	96.9231
104.55	103.529
104.60	91.7647
104.65	76.1539
104.70	103.846
104.75	96.9231
104.80	120
104.85	117.647
104.90	112.941
104.95	110.769
105.00	108.462
105.05	103.846
105.10	108.679
105.15	131.538
105.20	80
105.25	90
105.30	115.385
105.35	83.0769
105.40	99.2308
105.45	78.4615
105.50	94.6154
105.55	122.308
105.60	115.385
105.65	98.8235
105.70	80
105.75	96.9231
105.80	115.385
105.85	106.154
105.90	120
105.95	106.154
106.00	94.6154
106.05	106.154
106.10	94.6154
106.15	103.846
106.20	108.462
106.25	75.2941
106.30	120
106.35	124.615
106.40	103.846
106.45	96.4706
106.50	92.3077
106.55	101.176
106.60	66.9231
106.65	120
106.70	97.3585
106.75	115.385
106.80	129.231
106.85	98.8235
106.90	110.769
106.95	124.615
107.00	92.3077
107.05	105.882
107.10	101.176
107.15	94.6154
107.20	108.462
107.25	108.462
107.30	115.294
107.35	87.6923
107.40	96.4706
107.45	110.769
107.50	113.077
107.55	80.7692
107.60	101.538
107.65	140.769
107.70	129.412
107.75	103.846
107.80	108.462
107.85	83.0769
107.90	94.6154
107.95	110.769
108.00	110.769
108.05	106.154
108.10	80
108.15	143.077
108.20	89.4118
108.25	127.059
108.30	126.923
108.35	108.462
108.40	127.059
108.45	92.3077
108.50	103.846
108.55	115.385
108.60	101.538
108.65	99.2308
108.70	94.1177
108.75	122.308
108.80	101.538
108.85	129.412
108.90	101.538
108.95	96.4706
109.00	94.6154
109.05	91.7647
109.10	99.2308
109.15	115.385
109.20	120
109.25	113.077
109.30	83.0769
109.35	94.6154
109.40	122.308
109.45	122.308
109.50	113.077
109.55	101.176
109.60	152.941
109.65	108.462
109.70	83.0769
109.75	113.077
109.80	101.176
109.85	112.941
109.90	96.9231
109.95	99.2308
110.00	106.154
110.05	90
110.10	103.529
110.15	96.9231
110.20	87.6923
110.25	85.3846
110.30	103.846
110.35	129.412
110.40	110.769
110.45	110.769
110.50	101.538
110.55	108.462
110.60	76.1539
110.65	91.7647
110.70	75.2941
110.75	113.077
110.80	115.385
110.85	61.1765
110.90	101.538
110.95	113.077
111.00	122.308
111.05	96.4706
111.10	103.846
111.15	101.538
111.20	68.2353
111.25	85.3846
111.30	117.692
111.35	113.077
111.40	113.077
111.45	103.529
111.50	89.4118
111.55	110.769
111.60	117.692
111.65	103.846
111.70	76.1539
111.75	80.7692
111.80	110.943
111.85	120
111.90	87.6923
111.95	101.538
112.00	115.294
112.05	88.8
112.10	108.235
112.15	96.4706
112.20	105.882
112.25	129.231
112.30	105.882
112.35	87.0588
112.40	89.4118
112.45	141.176
112.50	87.0588
112.55	101.176
112.60	96.4706
112.65	89.4118
112.70	87.0588
112.75	115.294
112.80	87.0588
112.85	124.615
112.90	131.538
112.95	108.679
113.00	113.077
113.05	122.308
113.10	85.3846
113.15	113.077
113.20	96.4706
113.25	141.176
113.30	108.462
113.35	110.769
113.40	117.692
113.45	126.923
113.50	133.846
113.55	103.846
113.60	113.077
113.65	117.692
113.70	98.8235
113.75	122.353
113.80	92.3077
113.85	108.235
113.90	101.176
113.95	103.846
114.00	108.462
114.05	70.5882
114.10	117.647
114.15	92.3077
114.20	113.077
114.25	129.057
114.30	96.9231
114.35	117.692
114.40	83.0769
114.45	108.235
114.50	110.769
114.55	96.4706
114.60	117.692
114.65	90
114.70	113.077
114.75	101.887
114.80	101.176
114.85	113.077
114.90	94.6154
114.95	129.231
115.00	94.6154
115.05	115.385
115.10	94.6154
115.15	90
115.20	110.769
115.25	96.4706
115.30	94.6154
115.35	124.615
115.40	86.0378
115.45	120
115.50	138.824
115.55	96.4706
115.60	91.7647
115.65	92.3077
115.70	92.3077
115.75	106.415
115.80	76.9811
115.85	92.8302
115.90	106.154
115.95	92.8302
116.00	100
116.05	79.2453
116.10	113.208
116.15	124.528
116.20	97.3585
116.25	70.1887
116.30	83.0769
116.35	122.308
116.40	74.717
116.45	108.679
116.50	103.846
116.55	115.472
116.60	90.566
116.65	102.222
116.70	110.943
116.75	95.0943
116.80	102.222
116.85	101.538
116.90	90.566
116.95	92.3077
117.00	92.8302
117.05	86.0378
117.10	115.472
117.15	101.887
117.20	86.0378
117.25	87.6923
117.30	104.151
117.35	88.8889
117.40	117.818
117.45	82.2222
117.50	104.444
117.55	113.333
117.60	97.7778
117.65	91.1111
117.70	133.091
117.75	88.3019
117.80	106.667
117.85	124.528
117.90	95.5556
117.95	99.6227
118.00	120
118.05	100
118.10	84.4445
118.15	108.889
118.20	91.1111
118.25	146.667
118.30	120
118.35	117.778
118.40	126.667
118.45	96
118.50	120
118.55	79.2453
118.60	98.1818
118.65	86.6667
118.70	100.364
118.75	124.444
118.80	106.909
118.85	76.9811
118.90	106.415
118.95	113.208
119.00	126.792
119.05	124.444
119.10	97.3585
119.15	106.415
119.20	104.151
119.25	110.943
119.30	108.679
119.35	95.0943
119.40	113.208
119.45	117.736
119.50	106.415
119.55	88.3019
119.60	101.538
119.65	63.3962
119.70	91.7647
119.75	115.385
119.80	94.6154
119.85	76.1539
119.90	78.4615
119.95	99.2308
120.00	110.769
120.05	85.3846
120.10	106.154
120.15	85.3846
120.20	90
120.25	85.3846
120.30	99.2308
120.35	86.0378
120.40	124.615
120.45	99.2308
120.50	87.6923
120.55	110.943
120.60	108.679
120.65	67.9245
120.70	85.3846
120.75	83.7736
120.80	76.9811
120.85	49.8113
120.90	74.717
120.95	76.1539
121.00	63.3962
121.05	72.4528
121.10	65.6604
121.15	67.9245
121.20	83.0769
121.25	60
121.30	45.283
121.35	52.0755
121.40	49.8113
121.45	31.1111
121.50	49.8113
121.55	33.9623
121.60	36.2264
121.65	37.7778
121.70	39.2308
121.75	40.7547
121.80	36.9231
121.85	24.9057
121.90	15.8491
121.95	46.1539
122.00	27.1698
122.05	20.7692
122.10	29.434
122.15	33.9623
122.20	38.4906
122.25	31.6981
122.30	27.1698
122.35	33.9623
122.40	33.9623
122.45	31.6981
122.50	33.9623
122.55	27.1698
122.60	27.1698
122.65	13.5849
122.70	29.434
122.75	40.7547
122.80	31.6981
122.85	32.3077
122.90	27.6923
122.95	24.4444
123.00	33.9623
123.05	70.1887
123.10	27.1698
123.15	23.0769
123.20	29.434
123.25	31.6981
123.30	20.3774
123.35	27.1698
123.40	43.0189
123.45	27.1698
123.50	31.6981
123.55	33.9623
123.60	36.9231
123.65	38.4906
123.70	23.0769
123.75	29.434
123.80	31.6981
123.85	47.5472
123.90	45.283
123.95	26.6667
124.00	24.9057
124.05	22.6415
124.10	26.6667
124.15	27.6923
124.20	40.7547
124.25	43.0189
124.30	31.6981
124.35	32.3077
124.40	43.0189
124.45	18.4615
124.50	32.3077
124.55	31.6981
124.60	31.6981
124.65	26.6667
124.70	22.6415
124.75	33.9623
124.80	27.1698
124.85	24.9057
124.90	38.4906
124.95	27.1698
125.00	27.6923
125.05	35.5556
125.10	31.6981
125.15	29.434
125.20	20.7692
125.25	11.3208
125.30	24.9057
125.35	29.434
125.40	22.6415
125.45	27.1698
125.50	49.8113
125.55	29.434
125.60	30
125.65	22.6415
125.70	45.283
125.75	20.3774
125.80	20.3774
125.85	24.9057
125.90	36.2264
125.95	29.434
126.00	32.3077
126.05	31.6981
126.10	32.3077
126.15	13.5849
126.20	13.5849
126.25	22.6415
126.30	22.2222
126.35	11.3208
126.40	22.6415
126.45	33.9623
126.50	35.5556
126.55	43.0189
126.60	34.6154
126.65	33.9623
126.70	33.9623
126.75	29.434
126.80	25.3846
126.85	31.6981
126.90	23.0769
126.95	31.6981
127.00	27.1698
127.05	28.8889
127.10	20.3774
127.15	29.434
127.20	43.0189
127.25	24.9057
127.30	29.434
127.35	31.6981
127.40	29.434
127.45	30
127.50	20
127.55	13.8462
127.60	24.9057
127.65	31.6981
127.70	27.1698
127.75	24.9057
127.80	36.2264
127.85	22.6415
127.90	18.1132
127.95	36.2264
128.00	27.1698
128.05	40.7547
128.10	24.9057
128.15	31.6981
128.20	25.3846
128.25	29.434
128.30	36.2264
128.35	11.3208
128.40	20.3774
128.45	36.2264
128.50	18.4615
128.55	27.1698
128.60	31.6981
128.65	38.4906
128.70	17.7778
128.75	29.434
128.80	38.4906
128.85	27.1698
128.90	24.9057
128.95	54.3396
129.00	18.1132
129.05	22.6415
129.10	38.4906
129.15	20.3774
129.20	24.9057
129.25	34.6154
129.30	16.1538
129.35	43.0189
129.40	24.9057
129.45	24.4444
129.50	31.6981
129.55	31.6981
129.60	22.6415
129.65	24.9057
129.70	27.1698
129.75	11.3208
129.80	22.6415
129.85	20.3774
129.90	22.6415
129.95	22.6415
130.00	22.6415
130.05	27.1698
130.10	16.1538
130.15	20.3774
130.20	33.3333
130.25	31.6981
130.30	31.6981
130.35	22.6415
130.40	20.3774
130.45	33.9623
130.50	31.6981
130.55	33.9623
130.60	36.2264
130.65	29.434
130.70	27.1698
130.75	27.1698
130.80	15.8491
130.85	27.6923
130.90	24.9057
130.95	22.6415
131.00	31.6981
131.05	18.1132
131.10	20.3774
131.15	24.9057
131.20	18.1132
131.25	40
131.30	20.3774
131.35	31.6981
131.40	31.1111
131.45	48.4615
131.50	29.434
131.55	31.6981
131.60	36.2264
131.65	23.0769
131.70	24.9057
131.75	20.3774
131.80	36.2264
131.85	20.3774
131.90	33.9623
131.95	15.5556
132.00	38.4906
132.05	18.1132
132.10	20.3774
132.15	24.9057
132.20	27.1698
132.25	13.5849
132.30	31.6981
132.35	36.2264
132.40	27.1698
132.45	13.8462
132.50	27.1698
132.55	18.1132
132.60	22.2222
132.65	22.6415
132.70	29.434
132.75	28.8889
132.80	27.1698
132.85	38.4906
132.90	33.9623
132.95	13.5849
133.00	18.4615
133.05	40.7547
133.10	44.4445
133.15	11.5385
133.20	29.434
133.25	18.1132
133.30	34.6154
133.35	33.9623
133.40	20
133.45	33.9623
133.50	33.9623
133.55	20.3774
133.60	18.1132
133.65	33.9623
133.70	17.7778
133.75	38.4906
133.80	33.9623
133.85	13.5849
133.90	13.5849
133.95	27.1698
134.00	24.9057
134.05	22.6415
134.10	25.3846
134.15	27.1698
134.20	13.5849
134.25	31.6981
134.30	24.9057
134.35	42.2222
134.40	20.3774
134.45	36.2264
134.50	36.2264
134.55	28.8889
134.60	31.6981
134.65	18.4615
134.70	13.5849
134.75	15.8491
134.80	13.5849
134.85	33.9623
134.90	25.3846
134.95	37.7778
135.00	31.6981
135.05	27.1698
135.10	31.1111
135.15	15.8491
135.20	27.1698
135.25	20.3774
135.30	18.1132
135.35	22.6415
135.40	31.6981
135.45	15.8491
135.50	27.1698
135.55	20.3774
135.60	11.3208
135.65	20.7692
135.70	29.434
135.75	20.3774
135.80	22.6415
135.85	15.5556
135.90	18.1132
135.95	27.1698
136.00	24.9057
136.05	27.1698
136.10	20
136.15	31.6981
136.20	18.1132
136.25	24.9057
136.30	22.2222
136.35	15.8491
136.40	9.23077
136.45	22.6415
136.50	13.5849
136.55	25.3846
136.60	24.9057
136.65	31.6981
136.70	20
136.75	24.9057
136.80	33.9623
136.85	27.1698
136.90	27.1698
136.95	24.4444
137.00	24.9057
137.05	29.434
137.10	23.0769
137.15	13.5849
137.20	24.9057
137.25	47.5472
137.30	27.1698
137.35	31.6981
137.40	29.434
137.45	17.7778
137.50	36.2264
137.55	24.4444
137.60	29.434
137.65	29.434
137.70	29.434
137.75	29.434
137.80	11.3208
137.85	27.1698
137.90	36.9231
137.95	33.3333
138.00	29.434
138.05	23.0769
138.10	33.9623
138.15	45.283
138.20	36.2264
138.25	29.434
138.30	17.7778
138.35	31.6981
138.40	38.4906
138.45	33.9623
138.50	20
138.55	9.0566
138.60	24.9057
138.65	31.6981
138.70	43.0189
138.75	42.2222
138.80	24.9057
138.85	25.3846
138.90	38.4906
138.95	27.1698
139.00	20.7692
139.05	38.4906
139.10	22.2222
139.15	40.7547
139.20	33.9623
139.25	27.1698
139.30	22.2222
139.35	22.6415
139.40	20.3774
139.45	24.9057
139.50	27.1698
139.55	27.1698
139.60	13.5849
139.65	23.0769
139.70	27.1698
139.75	33.9623
139.80	20.3774
139.85	28.8889
139.90	22.6415
139.95	31.1111
140.00	22.6415
140.05	36.2264
140.10	27.1698
140.15	40
140.20	33.9623
140.25	32.3077
140.30	33.9623
140.35	27.1698
140.40	18.1132
140.45	18.1132
140.50	18.1132
140.55	27.1698
140.60	24.9057
140.65	31.6981
140.70	18.1132
140.75	48.8889
140.80	33.9623
140.85	9.0566
140.90	13.5849
140.95	42.2222
141.00	27.1698
141.05	45.283
141.10	24.9057
141.15	31.1111
141.20	22.6415
141.25	30
141.30	29.434
141.35	36.2264
141.40	29.434
141.45	29.434
141.50	31.6981
141.55	45.283
141.60	20.3774
141.65	28.8889
141.70	11.3208
141.75	20.3774
141.80	11.1111
141.85	18.4615
141.90	29.434
141.95	29.434
142.00	27.1698
142.05	29.434
142.10	31.6981
142.15	9.0566
142.20	27.1698
142.25	22.6415
142.30	31.1111
142.35	33.9623
142.40	15.5556
142.45	24.9057
142.50	9.0566
142.55	24.9057
142.60	20
142.65	27.6923
142.70	20.3774
142.75	18.1132
142.80	20.3774
142.85	22.6415
142.90	31.6981
142.95	25.3846
143.00	15.5556
143.05	33.9623
143.10	20.3774
143.15	43.0189
143.20	36.2264
143.25	15.5556
143.30	22.6415
143.35	20.3774
143.40	27.1698
143.45	28.8889
143.50	27.1698
143.55	15.8491
143.60	20.3774
143.65	20.3774
143.70	40.7547
143.75	18.1132
143.80	18.1132
143.85	20.7692
143.90	37.7778
143.95	22.6415
144.00	29.434
144.05	15.8491
144.10	37.7778
144.15	22.6415
144.20	31.6981
144.25	24.9057
144.30	24.9057
144.35	15.8491
144.40	36.2264
144.45	20.3774
144.50	9.0566
144.55	25.3846
144.60	17.7778
144.65	18.1132
144.70	13.5849
144.75	24.4444
144.80	28.8889
144.85	27.1698
144.90	20.3774
144.95	15.8491
145.00	31.1111
145.05	16.1538
145.10	29.434
145.15	20.3774
145.20	29.434
145.25	47.5472
145.30	18.1132
145.35	20.3774
145.40	24.9057
145.45	27.1698
145.50	22.6415
145.55	24.9057
145.60	6.66667
145.65	40.7547
145.70	22.6415
145.75	27.1698
145.80	26.6667
145.85	27.1698
145.90	22.6415
145.95	20.3774
146.00	37.7778
146.05	29.434
146.10	18.1132
146.15	39.2308
146.20	24.9057
146.25	31.6981
146.30	24.9057
146.35	40
146.40	22.6415
146.45	22.6415
146.50	20.3774
146.55	37.7778
146.60	22.6415
146.65	27.1698
146.70	24.9057
146.75	27.1698
146.80	33.9623
146.85	18.1132
146.90	20.3774
146.95	33.9623
147.00	38.4906
147.05	29.434
147.10	38.4906
147.15	24.4444
147.20	18.1132
147.25	24.4444
147.30	31.6981
147.35	31.6981
147.40	20
147.45	24.9057
147.50	31.6981
147.55	30
147.60	15.8491
147.65	20.3774
147.70	22.6415
147.75	27.1698
147.80	27.1698
147.85	29.434
147.90	18.1132
147.95	24.4444
148.00	18.1132
148.05	20.3774
148.10	38.4906
148.15	22.2222
148.20	11.3208
148.25	33.9623
148.30	33.9623
148.35	36.2264
148.40	24.4444
148.45	13.5849
148.50	22.6415
148.55	33.9623
148.60	27.1698
148.65	31.6981
148.70	11.3208
148.75	47.5472
148.80	27.1698
148.85	31.6981
148.90	20
148.95	33.9623
149.00	27.1698
149.05	15.8491
149.10	22.6415
149.15	37.7778
149.20	33.9623
149.25	6.79245
149.30	13.8462
149.35	27.1698
149.40	27.1698
149.45	43.0189
149.50	28.8889
149.55	31.6981
149.60	20
149.65	24.9057
149.70	24.4444
149.75	29.434
149.80	24.4444
149.85	45.283
149.90	23.0769
149.95	35.5556
150.00	27.1698
