Depth	Temperature
m	'C
74.65	20.7764
74.70	20.7796
74.75	20.7814
74.80	20.7826
74.85	20.7837
74.90	20.7857
74.95	20.7872
75.00	20.7895
75.05	20.7908
75.10	20.7935
75.15	20.7933
75.20	20.7955
75.25	20.7973
75.30	20.7989
75.35	20.8035
75.40	20.8034
75.45	20.8075
75.50	20.8082
75.55	20.8102
75.60	20.812
75.65	20.8129
75.70	20.8158
75.75	20.8177
75.80	20.8191
75.85	20.8192
75.90	20.8214
75.95	20.8242
76.00	20.8301
76.05	20.8346
76.10	20.8397
76.15	20.8422
76.20	20.8461
76.25	20.8511
76.30	20.8576
76.35	20.8595
76.40	20.8624
76.45	20.8648
76.50	20.8656
76.55	20.8667
76.60	20.8666
76.65	20.8683
76.70	20.8676
76.75	20.869
76.80	20.8692
76.85	20.8724
76.90	20.8735
76.95	20.8764
77.00	20.8765
77.05	20.8784
77.10	20.881
77.15	20.8838
77.20	20.8877
77.25	20.8892
77.30	20.8934
77.35	20.8971
77.40	20.9009
77.45	20.9019
77.50	20.9024
77.55	20.9046
77.60	20.9102
77.65	20.9118
77.70	20.914
77.75	20.916
77.80	20.9161
77.85	20.9162
77.90	20.9189
77.95	20.9216
78.00	20.9245
78.05	20.9263
78.10	20.9256
78.15	20.9248
78.20	20.9266
78.25	20.9285
78.30	20.9287
78.35	20.9323
78.40	20.9346
78.45	20.9369
78.50	20.9402
78.55	20.9413
78.60	20.9422
78.65	20.9406
78.70	20.9399
78.75	20.9419
78.80	20.9401
78.85	20.9396
78.90	20.9436
78.95	20.9458
79.00	20.9477
79.05	20.9508
79.10	20.9542
79.15	20.9537
79.20	20.956
79.25	20.959
79.30	20.961
79.35	20.9613
79.40	20.9618
